"ID","Title","Venue","Year","DOI","OpenReview","Arxiv","Code","Video","Slide","Poster"
"02049","Secure Aggregation with Top-K Sparsification in Decentralized Federated Learning","","","","","https://arxiv.org/abs/2606.10780v1","","","",""
"02050","FedAS: Bridging Inconsistency in Personalized Federated Learning","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","2024","https://doi.org/10.1109/cvpr52733.2024.01139","","","","","",""
"02051","DAMe: Personalized Federated Social Event Detection with Dual Aggregation Mechanism","Proceedings of the 33rd ACM International Conference on Information and Knowledge Management","2024","https://doi.org/10.1145/3627673.3679551","","https://arxiv.org/abs/2409.00614","","","",""
"02052","PFL-Bench: A Comprehensive Benchmark for Personalized Federated Learning","Advances in Neural Information Processing Systems 35","2022","https://doi.org/10.52202/068431-0679","","https://arxiv.org/abs/2206.03655","","","",""
"02053","Client Selection in Federated Learning: Principles, Challenges, and Opportunities","https://doi.org/IEEE Internet of Things Journal","2023","https://doi.org/10.1109/jiot.2023.3299573","","https://arxiv.org/abs/2211.01549","","","",""
"02054","Label-Aware Aggregation for Improved Federated Learning","2023 Eighth International Conference on Fog and Mobile Edge Computing (FMEC)","2023","https://doi.org/10.1109/fmec59375.2023.10306055","","","","","",""
"02055","FedUB: Federated Learning Algorithm Based on Update Bias","Mathematics","2024","https://doi.org/10.3390/math12101601","","","","","",""
"02056","Rethinking Personalized Federated Learning from Knowledge Perspective","Proceedings of the 53rd International Conference on Parallel Processing","2024","https://doi.org/10.1145/3673038.3673112","","","","","",""
"02057","Decoupling General and Personalized Knowledge in Federated Learning via Additive and Low-rank Decomposition","Proceedings of the 32nd ACM International Conference on Multimedia","2024","https://doi.org/10.1145/3664647.3681588","","https://arxiv.org/abs/2406.19931","","","",""
"02058","FedAH: Aggregated Head for Personalized Federated Learning","2024 IEEE Smart World Congress (SWC)","2024","https://doi.org/10.1109/swc62898.2024.00068","","https://arxiv.org/abs/2412.01295","","","",""
"02059","Personalized Multi-tier Federated Learning","Communications in Computer and Information Science","2026","https://doi.org/10.1007/978-981-96-6951-6_14","","https://arxiv.org/abs/2407.14251","","","",""
"02061","FedSelect: Personalized Federated Learning with Customized Selection of Parameters for Fine-Tuning","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","2024","https://doi.org/10.1109/cvpr52733.2024.02264","","https://arxiv.org/abs/2404.02478","","","",""
"02062","Learn What You Need in Personalized Federated Learning","","","","","https://arxiv.org/abs/2401.08327","","","",""
"02063","pFedAFM: Adaptive Feature Mixture for Data-Level Personalization in Heterogeneous Federated Learning on Mobile Edge Devices","2025 IEEE 41st International Conference on Data Engineering (ICDE)","2025","https://doi.org/10.1109/icde65448.2025.00151","","https://arxiv.org/abs/2404.17847","","","",""
"02064","Data Quality-Aware Client Selection in Heterogeneous Federated Learning","Mathematics","2024","https://doi.org/10.3390/math12203229","","","","","",""
"02065","Federated learning design and functional models: survey","Artificial Intelligence Review","2024","https://doi.org/10.1007/s10462-024-10969-y","","","","","",""
"02067","Federated Meta-Learning with Fast Convergence and Efficient Communication","","","","","https://arxiv.org/abs/1802.07876","","","",""
"02068","Personalized Federated Learning with Layer-Wise Feature Transformation via Meta-Learning","ACM Transactions on Knowledge Discovery from Data","2024","https://doi.org/10.1145/3638252","","","","","",""
"02069","DA-PFL: Dynamic Affinity Aggregation in Personalized Federated Learning Under Class Imbalance","IEEE Transactions on Neural Networks and Learning Systems","2025","https://doi.org/10.1109/tnnls.2025.3598818","","https://arxiv.org/abs/2403.09284","","","",""
"02070","TiFL: A Tier-based Federated Learning System","Proceedings of the 29th International Symposium on High-Performance Parallel and Distributed Computing","2020","https://doi.org/10.1145/3369583.3392686","","https://arxiv.org/abs/2001.09249","","","",""
"02071","Cost-Aware Federated Learning in Mobile Edge Networks","Proceedings of the 3rd Workshop on Data Privacy and Federated Learning Technologies for Mobile Edge Network","2024","https://doi.org/10.1145/3694908.3696173","","","","","",""
"02072","Gradient Calibration for Non-I.I.D. Federated Learning","Proceedings of the 2nd ACM Workshop on Data Privacy and Federated Learning Technologies for Mobile Edge Network","2023","https://doi.org/10.1145/3615593.3615721","","","","","",""
"02073","NestFL: Enhancing federated learning through nested multi-capacity model pruning in heterogeneous edge computing","Proceedings of the 3rd Workshop on Data Privacy and Federated Learning Technologies for Mobile Edge Network","2024","https://doi.org/10.1145/3694908.3696174","","","","","",""
"02074","Joint Horizontal and Vertical Federated Learning for Multimodal IoT","Proceedings of the 30th Annual International Conference on Mobile Computing and Networking","2024","https://doi.org/10.1145/3636534.3698245","","","","","",""
"02075","Resource-efficient Federated Learning for Large-scale Model Training","Proceedings of the Workshop on Mobility in the Evolving Internet Architecture","2024","https://doi.org/10.1145/3691555.3696832","","","","","",""
"02076","Exploring Visual Explanations for Defending Federated Learning against Poisoning Attacks","Proceedings of the 30th Annual International Conference on Mobile Computing and Networking","2024","https://doi.org/10.1145/3636534.3697430","","","","","",""
"02077","ParallelSFL: A Novel Split Federated Learning Framework Tackling Heterogeneity Issues","Proceedings of the 30th Annual International Conference on Mobile Computing and Networking","2024","https://doi.org/10.1145/3636534.3690665","","https://arxiv.org/abs/2410.01256","","","",""
"02078","Proximal Federated Learning for Body Mass Index Monitoring using Commodity WiFi","Proceedings of the 30th Annual International Conference on Mobile Computing and Networking","2024","https://doi.org/10.1145/3636534.3694735","","","","","",""
"02079","LATTE: Layer Algorithm-aware Training Time Estimation for Heterogeneous Federated Learning","Proceedings of the 30th Annual International Conference on Mobile Computing and Networking","2024","https://doi.org/10.1145/3636534.3690705","","","","","",""
"02080","Model elasticity for hardware heterogeneity in federated learning systems","Proceedings of the 1st ACM Workshop on Data Privacy and Federated Learning Technologies for Mobile Edge Network","2022","https://doi.org/10.1145/3556557.3557954","","","","","",""
"02081","A Client Detection and Parameter Correction Algorithm for Clustering Defense in Clustered Federated Learning","Proceedings of the 30th Annual International Conference on Mobile Computing and Networking","2024","https://doi.org/10.1145/3636534.3698247","","","","","",""
"02082","Towards energy-aware federated learning on battery-powered clients","Proceedings of the 1st ACM Workshop on Data Privacy and Federated Learning Technologies for Mobile Edge Network","2022","https://doi.org/10.1145/3556557.3557952","","","","","",""
"02083","Efficient federated learning under non-IID conditions with attackers","Proceedings of the 1st ACM Workshop on Data Privacy and Federated Learning Technologies for Mobile Edge Network","2022","https://doi.org/10.1145/3556557.3557951","","","","","",""
"02084","HFedSNN: Efficient Hierarchical Federated Learning using Spiking Neural Networks","Proceedings of the Int'l ACM Symposium on Mobility Management and Wireless Access","2023","https://doi.org/10.1145/3616390.3618288","","","","","",""
"02085","Decentralized Communication-assisted Sensing based on Federated Learning Framework for IIoT","Proceedings of the 3rd ACM MobiCom Workshop on Integrated Sensing and Communications Systems","2023","https://doi.org/10.1145/3615984.3616507","","","","","",""
"02086","ADMarker: A Multi-Modal Federated Learning System for Monitoring Digital Biomarkers of Alzheimer's Disease","Proceedings of the 30th Annual International Conference on Mobile Computing and Networking","2024","https://doi.org/10.1145/3636534.3649370","","","","","",""
"02087","Median-Krum: A Joint Distance-Statistical Based Byzantine-Robust Algorithm in Federated Learning","Proceedings of the Int'l ACM Symposium on Mobility Management and Wireless Access","2023","https://doi.org/10.1145/3616390.3618283","","","","","",""
"02088","A survey on participant selection for federated learning in mobile networks","Proceedings of the 17th ACM Workshop on Mobility in the Evolving Internet Architecture","2022","https://doi.org/10.1145/3556548.3559633","","","","","",""
"02089","A data sharing method for internet of drones based on federated learning","Proceedings of the 5th International ACM Mobicom Workshop on Drone Assisted Wireless Communications for 5G and Beyond","2022","https://doi.org/10.1145/3555661.3560870","","","","","",""
"02090","SPDM: Geometry-Modulated State Space Modeling with Manifold Constraints for Time Series Forecasting","","","","","https://arxiv.org/abs/2606.09917v1","","","",""
"02091","Accelerating Decentralized Federated Learning in Heterogeneous Edge Computing","IEEE Transactions on Mobile Computing","2022","https://doi.org/10.1109/tmc.2022.3178378","","","","","",""
"02092","Clustered federated learning multi-classifier for non-IID scenario in drone devices","Proceedings of the 5th International ACM Mobicom Workshop on Drone Assisted Wireless Communications for 5G and Beyond","2022","https://doi.org/10.1145/3555661.3560868","","","","","",""
"02093","Integrating federated learning with IoMT for managing obesity in smart city","Proceedings of the 1st Workshop on Artificial Intelligence and Blockchain Technologies for Smart Cities with 6G","2021","https://doi.org/10.1145/3477084.3484950","","","","","",""
"02095","Federated split GANs","Proceedings of the 1st ACM Workshop on Data Privacy and Federated Learning Technologies for Mobile Edge Network","2022","https://doi.org/10.1145/3556557.3557953","","","","","",""
"02096","Federated learning based energy efficient scheme for MEC with NOMA underlaying UAV","Proceedings of the 5th International ACM Mobicom Workshop on Drone Assisted Wireless Communications for 5G and Beyond","2022","https://doi.org/10.1145/3555661.3560867","","","","","",""
"02097","Federated learning-based aerial image segmentation for collision-free movement and landing","Proceedings of the 4th ACM MobiCom Workshop on Drone Assisted Wireless Communications for 5G and Beyond","2021","https://doi.org/10.1145/3477090.3481051","","","","","",""
"02098","Representing Time Series as Structured Programs for LLM Reasoning","","","","","https://arxiv.org/abs/2606.12481v1","","","",""
"02099","Report the Floor: A Training-Free Conformal Interval Is a Mandatory Baseline for Probabilistic Time-Series Forecasting","","2026","https://doi.org/10.5281/zenodo.20594484","","https://arxiv.org/abs/2606.09473v1","","","",""
"02100","FedRDS: Federated Learning on Non-IID Data via Regularization and Data Sharing","Applied Sciences","2023","https://doi.org/10.3390/app132312962","","","","","",""
"02101","FedHiSyn: A Hierarchical Synchronous Federated Learning Framework for Resource and Data Heterogeneity","Proceedings of the 51st International Conference on Parallel Processing","2022","https://doi.org/10.1145/3545008.3545065","","https://arxiv.org/abs/2206.10546","","","",""
"02102","Model optimization techniques in personalized federated learning: A survey","Expert Systems with Applications","2024","https://doi.org/10.1016/j.eswa.2023.122874","","","","","",""
"02103","FedPer++: Toward Improved Personalized Federated Learning on Heterogeneous and Imbalanced Data","2022 International Joint Conference on Neural Networks (IJCNN)","2022","https://doi.org/10.1109/ijcnn55064.2022.9892585","","","","","",""
